Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Default Umbrella,Wallpaper,Flooring,Furniture List,Furniture Name List,DIY Workbench,Kitchen Equipment,Version Added,Name Color,Bubble Color,Filename,Unique Entry ID
Monique,,,,Cat,Female,Snooty,B,Fashion,9/30,pffffft,K.K. Cruisin',All publicity is good publicity!,Gorgeous,Elegant,Purple,Pink,7887,purple chic umbrella,beige Moroccan wall,rosewood flooring,929;1227;4015;4030;4045;4046;4047;4048;4049;4050;4051;4052;4053;4054;7236,air conditioner;deluxe washer;shower booth;bathroom towel rack;rattan waste bin;rattan end table;rattan stool;rattan towel basket;rattan wardrobe;rattan table lamp;rattan vanity;rattan bed;rattan armchair;rattan low table;lily record player,"3122,0_0","3616,0_0",1.0.0,#879b96,#fff98f,cat11,6rhSBCp2M4wcM9cRG
Monty,,,,Monkey,Male,Cranky,B,Education,12/7,g'tang,To the Edge,No news is good news.,Cool,Cool,Yellow,Gray,3687,camo umbrella,autumn wall,forest flooring,805;808;3805;3806;3808;4708;7142;10743,mush lamp;mush table;mush parasol;mush partition;mush log;mush low stool;simple DIY workbench;bamboo speaker,7142,"3251,2_0",1.0.0,#498992,#acc8cf,mnk04,AB2WWajw4nPsxsQ5h
Moose,,,,Mouse,Male,Jock,B,Fitness,9/13,shorty,K.K. Rockabilly,A cornered rat will summon the courage to bite a cat.,Cool,Gorgeous,Purple,Red,6822,gelato umbrella,concrete wall,blue camo flooring,791;863;937;1087;3200;3559;3563;4141;7348,jukebox;billiard table;dartboard;pinball machine;ironwood bed;iron wall lamp;iron shelf;diner sofa;red carpet,"3943,3_0","3270,3_0",1.0.0,#fffce9,#7fa9ff,mus14,bqireWGDZg56QP8JF
Mott,,,,Lion,Male,Jock,B,Fitness,7/10,cagey,K.K. Fusion,The lion's share goes to the lion.,Active,Elegant,Blue,Green,4306,camo umbrella,green molded-panel wall,pine-board flooring,1241;2560;3438;3490;3584;3701;3702;4003;4111;4125;7132,DIY workbench;wooden chest;wooden end table;wooden waste bin;study poster;study desk;study chair;cute music player;old-fashioned alarm clock;wooden bookshelf;wooden double bed,"1241,1_0","3270,2_0",1.0.0,#8b5f57,#d8cc39,lon06,upZ67GQyTzKPGCLm8
Muffy,,,,Sheep,Female,Big Sister,A,Music,2/14,nightshade,K.K. Sonata,There's a black sheep in every family.,Gorgeous,Elegant,Black,Purple,3385,black chic umbrella,black botanical-tile wall,purple Moroccan flooring,1127;1128;1153;1227;3442;3449;3560;3943;3957;4027;4048;7236;7337;7531;8680;9642;10151,old sewing machine;sewing machine;spinning wheel;deluxe washer;sturdy sewing box;wooden stool;iron worktable;ironwood DIY workbench;antique bed;floral swag;rattan towel basket;lily record player;iron entrance mat;ironing board;lace-up dress;iron closet;shiny bow platform shoes,"3943,0_0","3616,4_0",1.0.0,#fffce9,#515151,shp12,BMbfDZTTqMr8T4Jvt
Murphy,,,,Bear cub,Male,Cranky,A,Education,12/29,malarkey,K.K. Safari,"More money, more problems.",Simple,Cool,Blue,White,8323,maple-leaf umbrella,woodland wall,jungle flooring,343;787;1432;4035;4038;4043;5972;7142;7393,tiki torch;tape deck;lantern;log garden lounge;log stool;log round table;wild log bench;simple DIY workbench;pond stone,7142,"3270,2_0",1.0.0,#28665a,#78dd62,cbr07,Nw4ojqKpHxBQfEqqo
Nan,,,,Goat,Female,Normal,B,Nature,8/24,kid,K.K. Étude,Nanny-nanny boo-boo!,Simple,Elegant,Orange,Yellow,2677,raindrop umbrella,black botanical-tile wall,white iron-parquet flooring,998;1875;2554;3681;4046;4051;4052;4054;4114;4338;6503,kitchen island;grand piano;double sofa;piano bench;rattan end table;rattan vanity;rattan bed;rattan low table;tissue box;portable record player;Chevre's photo,"1241,3_0","998,5_0",1.0.0,#fffce9,#515151,goa01,oGFWxL6p7g9Hq5LWK
Nana,,,,Monkey,Female,Normal,B,Education,8/23,po po,K.K. Ballad,Bread always falls peanut-butter side down.,Cute,Cute,Pink,White,4766,picnic umbrella,pastel dotted wall,cork flooring,929;1836;1913;2560;2605;3439;3616;3949;4003;7133;7465,air conditioner;humidifier;wooden chair;wooden chest;wooden simple bed;wooden table;system kitchen;anthurium plant;cute music player;wooden mini table;red dotted rug,"3943,4_0","3616,7_0",1.0.0,#fffce9,#ec7efc,mnk01,z95tvdzwWsxjXbpqP
Naomi,,,,Cow,Female,Snooty,A,Fashion,2/28,moolah,K.K. Milonga,Moo like there's no tomorrow.,Elegant,Gorgeous,Colorful,Purple,7926,spider umbrella,red art-deco wall,lobby flooring,794;2554;3950;3951;3953;3954;3955;3956;3957;3959,phonograph;double sofa;antique chair;antique console table;antique phone;antique clock;antique vanity;antique bureau;antique bed;antique wardrobe,"3943,2_0","3616,5_0",1.0.0,#fffce9,#3fd8e0,cow07,3EXPYiDinngndhDng
Nate,,,,Bear,Male,Lazy,B,Play,8/16,yawwwn,Forest Life,Be true to yourself.,Simple,Simple,White,Green,4566,watermelon umbrella,woodland wall,daisy meadow,1157;1266;1759;3697;4035;4038;4038;4043;5635;5972,brick oven;barrel;stack of books;portable radio;log garden lounge;log stool;log stool;log round table;tiny library;wild log bench,7142,"3270,0_0",1.0.0,#fffce9,#e8b010,bea05,h2nAg5RGkR7NEnSQq
Nibbles,,,,Squirrel,Female,Peppy,B,Fashion,7/19,niblet,K.K. Disco,"Appearances are, like, totally deceiving.",Cute,Active,Red,Yellow,3287,watermelon umbrella,pear wall,olive Moroccan flooring,1181;1783;2554;2586;2596;3396;3975;4003;4132;4308;4546;7137;7654,tennis table;corkboard;double sofa;natural garden chair;juicy-apple TV;natural garden table;orange end table;cute music player;yucca;unfinished puzzle;pear bed;wooden full-length mirror;electric kick scooter,"3122,5_0","3270,0_0",1.0.0,#fffce9,#00d1bd,squ04,Moh8bkfxWaxEa97mG
Norma,,,,Cow,Female,Normal,A,Nature,9/20,hoof hoo,Mountain Song,"If you want what you have, then you'll have what you want.",Cute,Simple,White,Aqua,4399,cherry umbrella,meadow vista,daisy meadow,1082;1157;1266;3618;3675;4042;4043;5970;7805,picnic basket;brick oven;barrel;cutting board;hay bed;log bench;log round table;firewood;butter churn,7142,"3270,4_0",1.0.0,#634b4b,#f2bdc7,cow06,fwgBojtt5KTvk3TL5
O'Hare,,,,Rabbit,Male,Smug,B,Nature,7/24,amigo,K.K. Island,It's not old; it's vintage.,Active,Cool,Blue,Aqua,3237,gelato umbrella,ocean-horizon wall,water flooring,665;1708;3064;3468;3684;5470;7013;7148;7259;7358;7358;8473;9584,wave breaker;cassette player;cooler box;beach towel;coconut juice;flip-flops;great white shark model;life ring;palm-tree lamp;tropical rug;tropical rug;outdoorsy fishing rod;beach ball,7142,3615,1.0.0,#fffce9,#7a2500,rbt15,WDB4w6DdNpdhCvEuj
Octavian,,,,Octopus,Male,Cranky,B,Play,9/20,sucker,K.K. D&B,Don't be a sucker!,Cool,Simple,Black,White,4327,vinyl umbrella,starry-sky wall,lunar surface,1439;1441;1443;1445;1447;5676,asteroid;rocket;satellite;astronaut suit;flying saucer;crewed spaceship,7142,3615,1.0.0,#fffad4,#ff4040,ocp00,nLsc5geQY78JR7j4S
Olaf,,,,Anteater,Male,Smug,A,Education,5/19,whiffa,K.K. Milonga,Keep your nose clean.,Elegant,Gorgeous,Red,Black,3613,spider umbrella,black-brick wall,simple red flooring,863;1840;2554;3165;3950;3951;3954;3957;4030;7190,billiard table;whirlpool bath;double sofa;bathrobe;antique chair;antique console table;antique clock;antique bed;bathroom towel rack;studio wall spotlight,"3943,0_0","3616,4_0",1.0.0,#fff2bb,#ff791f,ant09,ar73BhCacgwhTNYnX
Olive,,,,Bear cub,Female,Normal,A,Nature,7/12,sweet pea,Neapolitan,Sticky fingers attract bees.,Simple,Simple,Brown,Yellow,3128,mush umbrella,white simple-cloth wall,mint dot flooring,870;1411;1783;2560;2605;3438;3490;3584;3697;3701;3702;4111;4125;7133;7134;7329;8826,book stands;globe;corkboard;wooden chest;wooden simple bed;wooden end table;wooden waste bin;study poster;portable radio;study desk;study chair;old-fashioned alarm clock;wooden bookshelf;wooden mini table;wooden low table;fluffy rug;wooden table mirror,"1241,0_0","3616,6_0",1.0.0,#5e5e5e,#bfbfbf,cbr09,7ZynzrsbeH5fMqvLu
Olivia,,,,Cat,Female,Snooty,B,Music,2/3,purrr,K.K. Sonata,There's an exception to every rule.,Cool,Elegant,White,Black,3696,black chic umbrella,purple-rose wall,simple blue flooring,742;794;1875;2554;3681;3951;3954;3958;4054,fireplace;phonograph;grand piano;double sofa;piano bench;antique console table;antique clock;antique mini table;rattan low table,"3943,0_0","3616,0_0",1.0.0,#848484,#ffffff,cat03,9TaBZpKSgb9nEWwtH
Opal,,,,Elephant,Female,Snooty,B,Fashion,1/20,snoot,K.K. Cruisin',"However little you think of an elephant, you can't say it won't fill a pot.",Elegant,Cool,Black,Orange,4320,striped umbrella,brown botanical-tile wall,olive Moroccan flooring,1840;3270;3970;3971;3972;3973;3974;4017;4030;4050;4338;10244;10742,whirlpool bath;ironwood kitchenette;imperial decorative shelves;imperial partition;imperial chest;imperial bed;imperial low table;shower set;bathroom towel rack;rattan table lamp;portable record player;fragrance sticks;bamboo stool,"3943,2_0","3270,2_0",1.0.0,#219479,#87e0a9,elp00,FYopCfP6LEKMEAP7F
Ozzie,,,,Koala,Male,Lazy,B,Play,5/7,ol' bear,Mr. K.K.,Half a loaf is better than none.,Simple,Cute,Yellow,Orange,5262,mint umbrella,white perforated-board wall,cork flooring,833;908;1308;1308;1326;1328;1328;1328;1328;1348;2012;3584;3943;4003;4071;7336;7336;7454;7454;7520;7520;7528;8417,upright locker;upright vacuum;school chair;school chair;skeleton;school desk;school desk;school desk;school desk;hamster cage;chalkboard;study poster;ironwood DIY workbench;cute music player;electronics kit;white simple small mat;white simple small mat;wooden toolbox;wooden toolbox;simple small avocado mat;simple small avocado mat;tool cart;wall-mounted tool board,"3943,4_0","3270,4_0",1.0.0,#5e5e5e,#bfbfbf,kal05,jn3GZEfXoGm3ahwd3
Pancetti,,,,Pig,Female,Snooty,A,Music,11/14,sooey,K.K. Cruisin',Always get it in writing.,Cute,Gorgeous,Red,Yellow,4406,pink umbrella,white botanical-tile wall,yellow floral flooring,954;998;1288;1913;1913;3271;3282;3428;3439;3467;3993;4019;4109;4130;7236,espresso maker;kitchen island;fan palm;wooden chair;wooden chair;ironwood cupboard;pop-up toaster;wall-mounted TV (50 in.);wooden table;tea set;analog kitchen scale;stand mixer;double-door refrigerator;coconut wall planter;lily record player,"3943,4_0","998,0_0",1.0.0,#fffce9,#e2856b,pig16,bjvvbcuiiN9pYiZA9
Pango,,,,Anteater,Female,Peppy,B,Fashion,11/9,snooooof,K.K. Oasis,A thing of beauty is a joy forever.,Elegant,Cool,Orange,Purple,7920,sunny parasol,imperial wall,gold iron-parquet flooring,794;1757;3472;3971;3972;3973;3974;4053;4054,phonograph;claw-foot tub;golden toilet;imperial partition;imperial chest;imperial bed;imperial low table;rattan armchair;rattan low table,"3943,0_0","3616,1_0",1.0.0,#fffce9,#00d1bd,ant02,dz29mEXmHc8mM3q7R
Paolo,,,,Elephant,Male,Lazy,A,Nature,5/5,pal,To the Edge,"When it works, it works.",Simple,Elegant,Gray,Aqua,3056,beach umbrella,blue Moroccan wall,blue mosaic-tile flooring,1840;2776;3468;3683;4017;4017;4030;4046;4048;4072;4130;7153;7333,whirlpool bath;tankless toilet;beach towel;plain sink;shower set;shower set;bathroom towel rack;rattan end table;rattan towel basket;toilet-cleaning set;coconut wall planter;cypress bathtub;ivory simple bath mat,"3122,0_0",3615,1.0.0,#fffce9,#f993ce,elp05,jH9AH2BeLRwtsFwHQ
Papi,,,,Horse,Male,Lazy,A,Nature,1/10,haaay,Hypno K.K.,Never say neigh.,Simple,Simple,Orange,Aqua,4613,green umbrella,colorful puzzle wall,jointed-mat flooring,83;685;1557;1558;1561;1565;3205;3206;3208;4132;5543,rocking horse;Dala horse;wooden-block bed;wooden-block bookshelf;wooden-block chest;wooden-block table;wooden-block stereo;wooden-block toy;wooden-block wall clock;yucca;wooden-block stool,"1241,0_0","3270,4_0",1.0.0,#fffce9,#d86808,hrs12,miKjvBKFawhzBB8rW
Pashmina,,,,Goat,Female,Big Sister,A,Music,12/26,kidders,K.K. Disco,"Before you judge someone, walk a mile in their hooves.",Cool,Elegant,Red,Colorful,4595,tartan-check umbrella,cute red wall,cute white-tile flooring,791;1798;1850;3616;3998;4109;4139;4139;4143;4441,jukebox;dinnerware;laptop;system kitchen;cute sofa;double-door refrigerator;diner counter table;diner counter table;diner neon sign;diner mini table,"3943,0_0","3616,1_0",1.0.0,#fffce9,#e2856b,goa08,hftL8Ep8ffr3PWTuE
Pate,,,,Duck,Female,Peppy,B,Fashion,2/23,quackle,K.K. Soul,A duck won't bite you.,Simple,Cute,Yellow,White,4432,cherry umbrella,blue subway-tile wall,hexagonal floral flooring,3563;3775;4017;4046;4047;4048;4049;4051;4052;4053;4054;4080;4338;7516,iron shelf;hanging terrarium;shower set;rattan end table;rattan stool;rattan towel basket;rattan wardrobe;rattan vanity;rattan bed;rattan armchair;rattan low table;long bathtub;portable record player;simple green bath mat,"3943,4_0","3251,1_0",1.0.0,#fffad4,#8bcdea,duk02,DHBvGmtvAKgcEQiLx
Patty,,,,Cow,Female,Peppy,B,Fashion,5/10,how-now,K.K. Calypso,A friend in need is a friend indeed!,Simple,Cute,Orange,Red,3288,pear umbrella,backyard-fence wall,wildflower meadow,865;1620;1778;1829;2586;3396;7142,birdcage;hammock;clothesline pole;cypress plant;natural garden chair;natural garden table;simple DIY workbench,7142,"3270,0_0",1.0.0,#fffce9,#7a2500,cow00,WwWCGiveKwyuntnBe
Paula,,,,Bear,Female,Big Sister,B,Fitness,3/22,yodelay,K.K. Disco,Trends always make a comeback.,Cute,Active,Orange,Green,4616,rainbow umbrella,starry wall,berry-chocolates flooring,1783;2554;2560;2605;3436;3438;3490;3995;4338;7134,corkboard;double sofa;wooden chest;wooden simple bed;wooden wardrobe;wooden end table;wooden waste bin;cute DIY table;portable record player;wooden low table,"3995,1_0","3616,6_0",1.0.0,#fffce9,#e8b010,bea10,mt4oJ6k5CJTCGJXAZ
Peaches,,,,Horse,Female,Normal,B,Education,11/28,neighbor,Forest Life,Every day is a gift.,Cute,Simple,Colorful,Aqua,4555,blue dot parasol,cabin wall,dirt flooring,928;3251;3675;3818;4003;4036;4038;4040;4117;5970;5973;7142,pot rack;gas range;hay bed;pennant;cute music player;log decorative shelves;log stool;log dining table;wood-burning stove;firewood;log stakes;simple DIY workbench,7142,"3251,2_0",1.0.0,#fffce9,#f993ce,hrs08,SRuoS7z66df8wdynd
Peanut,,,,Squirrel,Female,Peppy,B,Fashion,6/8,slacker,Forest Life,Never take a nibble when you can take a bite.,Cute,Cute,Red,Colorful,7784,cherry umbrella,cute red wall,cute white-tile flooring,1783;1792;1870;3252;3624;3995;3996;3997;4000;4001;4002;4003;7322,corkboard;cushion;mug;LCD TV (50 in.);cute bed;cute DIY table;cute wall-mounted clock;cute wardrobe;cute tea table;cute vanity;cute floor lamp;cute music player;pink heart rug,"3995,0_0","3251,1_0",1.0.0,#fffce9,#ec7efc,squ00,ZcdcgJXwiH4rJg2JK
Pecan,,,,Squirrel,Female,Snooty,B,Fashion,9/10,chipmunk,K.K. Love Song,Promises are like pie crusts— they're made to be broken.,Elegant,Gorgeous,Purple,Beige,3614,lacy parasol,beige art-deco wall,simple white flooring,790;3949;3950;3951;3955;3956;3957;3958;3959;4029;4106;7519,hi-fi stereo;anthurium plant;antique chair;antique console table;antique vanity;antique bureau;antique bed;antique mini table;antique wardrobe;rotary phone;pendulum clock;simple medium brown mat,"3943,2_0","3270,2_0",1.0.0,#fffce9,#7a2500,squ03,qJmNiqamwRRxHc4fY
Peck,,,,Bird,Male,Jock,A,Play,7/25,crunch,My Place,The best defense is a good offense.,Simple,Active,Beige,Red,2674,orange umbrella,camo wall,blue-paint flooring,1241;2731;3205;3438;3623;3986;4129;4753;4756;4759;4763;5543,DIY workbench;digital alarm clock;wooden-block stereo;wooden end table;toy box;wall-mounted TV (20 in.);monstera;throwback wrestling figure;throwback wall clock;throwback race-car bed;throwback dino screen;wooden-block stool,"1241,1_0","3270,2_0",1.0.0,#fffce9,#4c3317,brd17,TC9QnMpcjfskBGzwB
Peewee,,,,Gorilla,Male,Cranky,B,Fitness,9/11,li'l bitty baby,K.K. Rock,Look behind you.,Active,Cool,Orange,Blue,3322,bat umbrella,steel-frame wall,concrete flooring,787;928;1241;1452;1803;3251;4078;4138;4141;4441;7324;7528;7800;8417;9766,tape deck;pot rack;DIY workbench;weight bench;drum set;gas range;barbell;diner counter chair;diner sofa;diner mini table;rough rug;tool cart;protein shaker bottle;wall-mounted tool board;mini fridge,"1241,3_0","3251,4_0",1.0.0,#fffce9,#7fa9ff,gor01,HAeZAgW5pywjmCBeu
Peggy,,,,Pig,Female,Peppy,B,Fashion,5/23,shweetie,K.K. Bossa,We're all diamonds in the rough.,Cute,Active,Blue,Red,3633,apple umbrella,red intricate wall,birch flooring,1227;1288;1757;2596;3563;3621;3968;3998;3999;4017;4027;4030;4048;7531,deluxe washer;fan palm;claw-foot tub;juicy-apple TV;iron shelf;loft bed with desk;homework set;cute sofa;cute chair;shower set;floral swag;bathroom towel rack;rattan towel basket;ironing board,"3995,3_0","3251,1_0",1.0.0,#fffce9,#e4b887,pig11,YReGwLNQoegR9PhZx
Pekoe,,,,Bear cub,Female,Normal,B,Nature,5/18,bud,Imperial K.K.,Let bygones be bygones.,Elegant,Cute,Red,Beige,5131,exquisite parasol,exquisite wall,bamboo flooring,794;3970;3971;3971;3972;3973;3974;4033;6031;8415,phonograph;imperial decorative shelves;imperial partition;imperial partition;imperial chest;imperial bed;imperial low table;traditional tea set;cherry-blossom branches;imperial dining lantern,"3943,0_0","3251,2_0",1.0.0,#848484,#ffffff,cbr14,QvWvWxjFtNLCnZES5
Penelope,,,,Mouse,Female,Peppy,A,Fashion,2/5,oh bow,Bubblegum K.K.,One mile or a thousand makes no difference to love.,Cute,Gorgeous,Pink,Red,4556,mini-flower-print umbrella,cute red wall,red dot flooring,1757;3624;3995;3996;3997;3998;4000;4001;4002;4003;4017;7134,claw-foot tub;cute bed;cute DIY table;cute wall-mounted clock;cute wardrobe;cute sofa;cute tea table;cute vanity;cute floor lamp;cute music player;shower set;wooden low table,"3995,0_0","3270,4_0",1.0.0,#fffce9,#c0ab72,mus17,L9mYm8tvKg32G85cv
Petri,,,,Mouse,Female,Snooty,A,Education,10/23,mmmhmm,Pondering,Our DNA is only the beginning of the story.,Simple,Cool,White,Gray,7794,hydrangea umbrella,laboratory wall,green rubber flooring,131;534;744;832;1319;2587;12637;12670;12677;13338;13506,lucky cat;hospital bed;compact kitchen;modern office chair;microscope;hospital screen;examination-room desk;office cabinet;medicine chest;sloppy sink;science pod,"3943,3_0","744,3_0",2.0.0,#725661,#ffebff,mus19,fv94KxPps25ukN5RA
Phil,,,,Ostrich,Male,Smug,A,Music,11/27,hurk,K.K. Moody,Best not to say too much.,Elegant,Cool,Green,Red,5658,red umbrella,red art-deco wall,simple red flooring,794;1227;2776;3951;3971;4017;4030;4033;4048;4049;4052;4054;4080;7518;7821,phonograph;deluxe washer;tankless toilet;antique console table;imperial partition;shower set;bathroom towel rack;traditional tea set;rattan towel basket;rattan wardrobe;rattan bed;rattan low table;long bathtub;simple navy bath mat;bathrobe,"1241,3_0","3616,4_0",1.0.0,#fffce9,#7352e8,ost07,rCHTjrbTz7pejGT8J
Phoebe,,,,Ostrich,Female,Big Sister,A,Fitness,4/22,sparky,K.K. Flamenco,You can't keep a good bird down.,Gorgeous,Cool,Black,Red,4320,spider umbrella,magma-cavern wall,lava flooring,343;1430;1870;4003;4038;4042;4081;7142,tiki torch;bonfire;mug;cute music player;log stool;log bench;camping cot;simple DIY workbench,7142,717,1.0.0,#fff2bb,#ff791f,ost10,HYJxoDdCoLS7uPdz9
Pierce,,,,Eagle,Male,Jock,B,Fitness,1/8,hawkeye,K.K. Gumbo,"When someone says fly, you ask how high!",Elegant,Active,Orange,Yellow,3599,beach umbrella,blue camo wall,simple blue flooring,1241;2560;4003;4754;4756;4758;4759;4760;4761;7845;8417,DIY workbench;wooden chest;cute music player;throwback gothic mirror;throwback wall clock;throwback mitt chair;throwback race-car bed;throwback hat table;throwback rocket;pull-up-bar stand;wall-mounted tool board,"1241,5_0","3251,3_0",1.0.0,#fffce9,#55cfff,pbr02,aavqm5o5TcTxgrBs6
Pietro,,,,Sheep,Male,Smug,A,Music,4/19,honk honk,K.K. Parade,Be the class clown.,Gorgeous,Simple,Colorful,Red,3450,rainbow umbrella,sky wall,cloud flooring,791;1112;1112;4379;4379;4412;6829;6829,jukebox;colorful wheel;colorful wheel;springy ride-on;springy ride-on;cotton-candy stall;crescent-moon chair;crescent-moon chair,"3995,1_0","3251,0_0",1.0.0,#fffad4,#ff4040,shp13,fLBrHLToMTBrc5Was
Pinky,,,,Bear,Female,Peppy,B,Fashion,9/9,wah,Imperial K.K.,Time spent with friends is time well spent.,Cute,Simple,Red,Pink,3248,exquisite parasol,bamboo wall,floral rush-mat flooring,329;1708;3449;3658;3971;3972;3973;3974;4033;4094,goldfish;cassette player;wooden stool;bamboo basket;imperial partition;imperial chest;imperial bed;imperial low table;traditional tea set;floating-biotope planter,"1241,1_0","3270,3_0",1.0.0,#879b96,#fff98f,bea01,CLQDMiLJYw9de8t7c
Piper,,,,Bird,Female,Peppy,A,Play,4/18,chickadee,K.K. Synth,"Where there's life, there's hope.",Elegant,Gorgeous,Black,White,3811,purple chic umbrella,cityscape wall,monochromatic tile flooring,3165;3428;3467;3951;3955;3957;4015;4046;4053;4338;8418,bathrobe;wall-mounted TV (50 in.);tea set;antique console table;antique vanity;antique bed;shower booth;rattan end table;rattan armchair;portable record player;fragrance diffuser,"3943,2_0","3616,4_0",1.0.0,#848484,#ffffff,brd05,B9nGDw29C3MeZeiob
